CREATE TABLE `leads` (
  `Lead` varchar(4) DEFAULT NULL,
  `Qualifying Opportunity` varchar(22) DEFAULT NULL,
  `Last Name` varchar(13) DEFAULT NULL,
  `Company Name` varchar(35) DEFAULT NULL,
  `Created On` varchar(14) DEFAULT NULL,
  `Email Address` varchar(35) DEFAULT NULL,
  `Industry` varchar(19) DEFAULT NULL,
  `Website` varchar(29) DEFAULT NULL,
  `Owning User` varchar(11) DEFAULT NULL,
  `Lead Source` varchar(17) DEFAULT NULL,
  `Status Reason` varchar(20) DEFAULT NULL,
  `Mobile` varchar(12) DEFAULT NULL
) 


INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('2535', '24799', 'Spicer', 'Jacobs', '14/10/19 00:08', 'MonaRSpicer@einrot.com', 'Communications', 'MainPodcast.com', '1010', 'Employee Referral', 'Attempted to Contact', '231-525-9096'),
('2536', '24800', 'Gonzales', 'All Wound Up', '14/10/19 00:08', 'JeffreyJGonzales@dayrep.com', 'Financial Services', 'BulkEnvelope.com', '1008', 'Cold Call', 'Pre Qualified', '334-206-9921'),
('3789', '26053', 'Silverstein', 'Reliable Garden Management', '14/10/19 00:08', 'RebeccaCSilverstein@cuvox.de', 'Manufacturing', 'PacMasters.com', '1010', 'Trade Show', 'Contact in Future', '727-417-4878'),
('3790', '26054', 'Winters', 'Sam Goody', '14/10/19 00:08', 'CharlesAWinters@cuvox.de', 'Technology', 'ComfyStore.com', '1010', 'Public Relations', 'Junk Lead', '304-522-5455'),
('3791', '26055', 'Collins', 'Quality Event Planner', '14/10/19 00:08', 'JenniferCCollins@einrot.com', 'IT Services', 'WorthScale.com', '1005', 'Trade Show', 'Attempted to Contact', '904-729-0581'),
('2529', '24793', 'Fink', 'Liberty Wealth Planners', '14/10/19 00:08', 'JaneJFink@gustr.com', 'Manufacturing', 'TrophyNews.com', '1011', 'Partner', 'Lost Lead', '774-240-7960'),
('3792', '26056', 'Hartman', 'Zephyr Investments', '14/10/19 00:08', 'JamesRHartman@dayrep.com', 'Communications', 'LiveGrowth.com', '1010', 'Online Store', 'Pre Qualified', '423-973-6087'),
('3793', '26057', 'Barber', 'Konsili', '14/10/19 00:08', 'CathyMBarber@cuvox.de', 'Communications', 'PinkCheek.com', '1004', 'Sales Mail Alias', 'Contact in Future', '515-408-9829'),
('3794', '26058', 'Smith', 'Soul Sounds Unlimited', '14/10/19 00:08', 'DavidMSmith@fleckens.hu', 'Manufacturing', 'SupremePump.com', '1009', 'Sales Mail Alias', 'Lost Lead', '203-688-1244'),
('3795', '26059', 'Stoller', 'Locost Accessories', '14/10/19 00:08', 'ThadJStoller@cuvox.de', 'Government/Military', 'FavoriteNewspaper.com', '1004', 'Public Relations', 'Contacted', '903-895-6211'),
('3796', '26060', 'Hayes', 'Circus World', '14/10/19 00:08', 'SusanRHayes@dayrep.com', 'Communications', 'SunglassSpecialist.com', '1001', 'External Referral', 'Not Contacted', '949-423-9696'),
('3800', '26064', 'Bland', 'World of Fun', '14/10/19 00:08', 'GloriaMBland@superrito.com', 'Education', 'SkateboardingMovie.com', '1011', 'Cold Call', 'Attempted to Contact', '612-214-9700'),
('3797', '26061', 'Martin', 'Atlas Realty', '14/10/19 00:08', 'GilbertKMartin@dayrep.com', 'Government/Military', 'Unscript.com', '1005', 'Sales Mail Alias', 'Pre Qualified', '703-737-7943'),
('3798', '26062', 'Searcy', 'Star Bright Investment Group', '14/10/19 00:08', 'PatriciaASearcy@superrito.com', 'Manufacturing', 'PodTrade.com', '1004', 'Advertisement', 'Contact in Future', '504-271-2847'),
('3799', '26063', 'Pokorny', 'World Radio', '14/10/19 00:08', 'AaronSPokorny@teleworm.us', 'Technology', 'WebsiteCD.com', '1006', 'Sales Mail Alias', 'Contacted', '814-395-8227'),
('2528', '24792', 'Crowe', 'Big Bear Stores', '14/10/19 00:08', 'JohnMCrowe@rhyta.com', 'Government/Military', 'HelpQualify.com', '1011', 'Sales Mail Alias', 'Contact in Future', '336-662-5480'),
('2527', '24791', 'Bauer', 'The Pink Pig Tavern', '14/10/19 00:08', 'BertieMBauer@rhyta.com', 'Manufacturing', 'BaseballBracket.com', '1010', 'Cold Call', 'Pre Qualified', '605-749-3115'),
('3808', '26072', 'Matthews', 'System Star', '13/10/19 00:08', 'GailJMatthews@rhyta.com', 'Financial Services', 'ReproductionDoctors.com', '1005', 'Sales Mail Alias', 'Contacted', '616-987-2071'),
('2548', '24812', 'Parker', 'Big D Supermarkets', '13/10/19 00:08', 'AracelyDParker@superrito.com', 'Financial Services', 'GelBond.com', '1010', 'Employee Referral', 'Contacted', '619-727-6381'),
('2549', '24813', 'York', 'Solution Answers', '13/10/19 00:08', 'InaDYork@fleckens.hu', 'Technology', 'CarWashShow.com', '1007', 'Employee Referral', 'Not Contacted', '401-736-7728'),
('2550', '24814', 'Summers', 'Sears Homelife', '13/10/19 00:08', 'BruceASummers@armyspy.com', 'Communications', 'CentralSpy.com', '1003', 'Public Relations', 'Pre Qualified', '956-733-0918'),
('2551', '24815', 'Embry', 'Budget Tapes & Records', '13/10/19 00:08', 'StephenDEmbry@superrito.com', 'Communications', 'LazySprings.com', '1007', 'Online Store', 'Contact in Future', '713-834-3029'),
('2552', '24816', 'Haggins', 'Morrison\'s Cafeteria', '13/10/19 00:08', 'RobertoMHaggins@armyspy.com', 'Pharma', 'ConsulNews.com', '1008', 'Sales Mail Alias', 'Contacted', '503-865-8525'),
('2553', '24817', 'Needham', 'Omni Tech Solutions', '13/10/19 00:08', 'JohnLNeedham@teleworm.us', 'Service Provider', 'CreditSheriff.com', '1004', 'Online Store', 'Junk Lead', '217-927-3518'),
('3802', '26066', 'Carvajal', 'Fradkin Brothers Furniture', '13/10/19 00:08', 'KarlKCarvajal@superrito.com', 'IT Services', 'JointMinds.com', '1003', 'Employee Referral', 'Contact in Future', '413-610-9907'),
('3803', '26067', 'Glover', 'Eden Lawn Service', '13/10/19 00:08', 'RebeccaRGlover@fleckens.hu', 'Service Provider', 'PrepTies.com', '1009', 'Online Store', 'Lost Lead', '443-872-0860'),
('3804', '26068', 'Canfield', 'The Happy Bear', '13/10/19 00:08', 'MaryDCanfield@gustr.com', 'Service Provider', 'TurkeyPot.com', '1008', 'Cold Call', 'Contacted', '610-691-9601'),
('3805', '26069', 'Howell', 'Gemco', '13/10/19 00:08', 'WilmaSHowell@fleckens.hu', 'Technology', 'InfoLives.com', '1008', 'Online Store', 'Not Contacted', '559-562-3101'),
('3806', '26070', 'Armstrong', 'A. L. Price', '13/10/19 00:08', 'JohnDArmstrong@teleworm.us', 'Manufacturing', 'BowlingCalendar.com', '1007', 'Web Research', 'Pre Qualified', '240-414-1766'),
('3807', '26071', 'Brown', 'Integra Wealth Planners', '13/10/19 00:08', 'AidaTBrown@gustr.com', 'IT Services', 'HackersRoom.com', '1008', 'Web Research', 'Contact in Future', '805-880-3927'),
('3809', '26073', 'Pizano', 'Belle Lady', '13/10/19 00:08', 'MaryMPizano@einrot.com', 'Pharma', 'BlackjackProgram.com', '1004', 'Employee Referral', 'Junk Lead', '972-793-5705'),
('3810', '26074', 'Beaubien', 'Source Club', '13/10/19 00:08', 'AndrewLBeaubien@fleckens.hu', 'Pharma', 'BingoHours.com', '1007', 'Sales Mail Alias', 'Pre Qualified', '443-426-1510'),
('3811', '26075', 'Lopez', 'Chargepal', '13/10/19 00:08', 'JasonMLopez@dayrep.com', 'Communications', 'GovernmentFlag.com', '1001', 'Sales Mail Alias', 'Contact in Future', '936-994-3047'),
('3812', '26076', 'Dickey', 'Kids Mart', '13/10/19 00:08', 'LisaMDickey@rhyta.com', 'Consulting', 'SafetyMedic.com', '1007', 'Sales Mail Alias', 'Lost Lead', '970-945-9188'),
('3813', '26077', 'Murray', 'Listenin\' Booth', '13/10/19 00:08', 'GlennaEMurray@rhyta.com', 'Government/Military', 'MayoDoctor.com', '1008', 'Web Research', 'Contacted', '317-328-4687'),
('3814', '26078', 'Elia', 'P. Samuels Men\'s Clothiers', '13/10/19 00:08', 'AmandaCElia@einrot.com', 'Technology', 'MichiganSurgeons.com', '1005', 'External Referral', 'Not Contacted', '662-822-3069'),
('3815', '26079', 'Johnson', 'Country Club Markets', '13/10/19 00:08', 'CaseyGJohnson@fleckens.hu', 'Technology', 'MobileSetting.com', '1010', 'Web Research', 'Pre Qualified', '785-630-5061'),
('3816', '26080', 'Cole', 'Asian Junction', '13/10/19 00:08', 'AubreyKCole@einrot.com', 'Financial Services', 'CellphoneArea.com', '1008', 'Trade Show', 'Contact in Future', '330-955-7230'),
('2537', '24801', 'Vega', 'Leonard Krower & Sons', '13/10/19 00:08', 'LuzCVega@fleckens.hu', 'Manufacturing', 'MarriageOptions.com', '1005', 'Online Store', 'Contact in Future', '617-404-4738'),
('3817', '26081', 'Vinson', 'Lionel Playworld', '13/10/19 00:08', 'AmyWVinson@rhyta.com', 'Government/Military', 'BikeInventory.com', '1008', 'Employee Referral', 'Contacted', '781-857-8244');
INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('2538', '24802', 'Withers', 'Happy Family', '13/10/19 00:08', 'SalvatoreYWithers@einrot.com', 'Communications', 'SimpleDiving.com', '1005', 'Advertisement', 'Lost Lead', '308-694-8619'),
('3818', '26082', 'Neal', 'Intelli Wealth Group', '13/10/19 00:08', 'ThomasBNeal@dayrep.com', 'Education', 'BestOfFoods.com', '1009', 'Public Relations', 'Junk Lead', '512-697-1086'),
('2539', '24803', 'Barragan', 'The Pink Pig Tavern', '13/10/19 00:08', 'ArthurBBarragan@dayrep.com', 'Financial Services', 'RelayShow.com', '1009', 'Sales Mail Alias', 'Contacted', '660-729-5535'),
('2540', '24804', 'Pineda', 'Hugh M. Woods', '13/10/19 00:08', 'DustinEPineda@gustr.com', 'IT Services', 'EnvisionMall.com', '1010', 'Public Relations', 'Not Contacted', '785-825-5324'),
('2541', '24805', 'Watson', 'Lawn N\' Order Garden Care', '13/10/19 00:08', 'JuanitaMWatson@fleckens.hu', 'Pharma', 'WikiLayout.com', '1005', 'Online Store', 'Pre Qualified', '504-247-1028'),
('2542', '24806', 'Sampson', 'Thom McAn Store', '13/10/19 00:08', 'FranciscoTSampson@armyspy.com', 'Government/Military', 'FileVid.com', '1011', 'Partner', 'Contact in Future', '949-756-5975'),
('2543', '24807', 'Watkins', 'Listenin\' Booth', '13/10/19 00:08', 'RobertPWatkins@fleckens.hu', 'Manufacturing', 'EffectBuilder.com', '1008', 'Web Research', 'Contacted', '620-660-6474'),
('2544', '24808', 'Price', 'Team Uno', '13/10/19 00:08', 'RichardLPrice@armyspy.com', 'Communications', 'RenewablesAnalytics.com', '1004', 'Trade Show', 'Junk Lead', '715-244-3303'),
('2545', '24809', 'Brown', 'Brilliant Home Designs', '13/10/19 00:08', 'ChrisIBrown@gustr.com', 'Consulting', 'PropertySync.com', '1006', 'External Referral', 'Pre Qualified', '559-562-3984'),
('2546', '24810', 'Wagoner', 'Sunburst Garden Management', '13/10/19 00:08', 'DesireeJWagoner@teleworm.us', 'Service Provider', 'SpanishFloor.com', '1005', 'External Referral', 'Contact in Future', '972-881-2547'),
('2547', '24811', 'Maynard', 'Food Giant', '13/10/19 00:08', 'CarlKMaynard@cuvox.de', 'Education', 'SkinAids.com', '1004', 'Cold Call', 'Lost Lead', '702-282-4506'),
('2558', '24822', 'Lucas', 'Strength Gurus', '10/10/19 00:08', 'WilburDLucas@cuvox.de', 'Manufacturing', 'MobileFormula.com', '1009', 'Trade Show', 'Not Contacted', '678-454-9346'),
('3824', '26088', 'Widger', 'Paul\'s Record Hut', '10/10/19 00:08', 'LauraLWidger@jourrapide.com', 'Technology', 'WithoutParents.com', '1007', 'Public Relations', 'Pre Qualified', '570-451-5851'),
('3823', '26087', 'Girard', 'Morville', '10/10/19 00:08', 'ChristopherSGirard@jourrapide.com', 'Communications', 'CheapVendor.com', '1011', 'Cold Call', 'Not Contacted', '727-528-0141'),
('3822', '26086', 'Lyons', 'Source Club', '10/10/19 00:08', 'RexKLyons@teleworm.us', 'Financial Services', 'GolfingMania.com', '1009', 'Web Research', 'Contacted', '660-984-0707'),
('3821', '26085', 'Harrel', 'Stratabiz', '10/10/19 00:08', 'HerbertCHarrel@dayrep.com', 'Technology', 'ToyCasa.com', '1001', 'Cold Call', 'Lost Lead', '630-737-5098'),
('3820', '26084', 'Moss', 'Unity Frankford Stores', '10/10/19 00:08', 'IrvingGMoss@fleckens.hu', 'Financial Services', 'GreenOpenings.com', '1009', 'Online Store', 'Contact in Future', '618-798-8914'),
('3819', '26083', 'Gibson', 'Klopfenstein\'s', '10/10/19 00:08', 'NicoleSGibson@teleworm.us', 'Manufacturing', 'FantasyCrime.com', '1004', 'Employee Referral', 'Attempted to Contact', '707-268-4791'),
('2559', '24823', 'Hughes', 'Dun Rite Lawn Care', '10/10/19 00:08', 'JasonDHughes@teleworm.us', 'IT Services', 'FlashTimer.com', '1003', 'Cold Call', 'Pre Qualified', '516-642-6370'),
('2554', '24818', 'Brock', 'Erb Lumber', '10/10/19 00:08', 'MargaretDBrock@fleckens.hu', 'Technology', 'StickerEmporium.com', '1004', 'Web Research', 'Attempted to Contact', '618-406-0758'),
('2555', '24819', 'Baeza', 'Dun Rite Lawn Care', '10/10/19 00:08', 'DanielABaeza@fleckens.hu', 'Service Provider', 'PubLicenses.com', '1003', 'External Referral', 'Contact in Future', '330-719-2866'),
('2556', '24820', 'Spencer', 'Tech Hifi', '10/10/19 00:08', 'BettyJSpencer@armyspy.com', 'Service Provider', 'BloggingList.com', '1007', 'Online Store', 'Lost Lead', '925-634-8803'),
('2557', '24821', 'Grant', 'Budget Power', '10/10/19 00:08', 'DeniseHGrant@einrot.com', 'Communications', 'GolfHolder.com', '1001', 'Employee Referral', 'Contacted', '443-504-1019'),
('3827', '26091', 'Javier', 'Harmony House', '8/10/19 00:08', 'ManuelSJavier@einrot.com', 'Consulting', 'CampusChiropractic.com', '1007', 'Web Research', 'Junk Lead', '262-547-8309'),
('3829', '26093', 'Ng', 'National Record Mart', '8/10/19 00:08', 'CharlesLNg@jourrapide.com', 'Consulting', 'WorkDashboard.com', '1006', 'External Referral', 'Pre Qualified', '907-260-3734'),
('2560', '24824', 'Jorgensen', 'Sure Save', '8/10/19 00:08', 'AnabelLJorgensen@jourrapide.com', 'Technology', 'TroopTalk.com', '1011', 'Sales Mail Alias', 'Contact in Future', '253-347-6901'),
('2561', '24825', 'Johnson', 'Wise Appraisals', '8/10/19 00:08', 'StephenRJohnson@cuvox.de', 'IT Services', 'KarateDeals.com', '1006', 'Sales Mail Alias', 'Contacted', '972-601-9845'),
('2562', '24826', 'Cook', 'Lionel Playworld', '8/10/19 00:08', 'EviaJCook@dayrep.com', 'Pharma', 'TheyParty.com', '1007', 'Sales Mail Alias', 'Junk Lead', '847-818-4334'),
('2563', '24827', 'Jones', 'Parts and Pieces', '8/10/19 00:08', 'WilliamSJones@teleworm.us', 'Consulting', 'IndoorMart.com', '1006', 'Partner', 'Attempted to Contact', '913-772-6324'),
('2564', '24828', 'Graham', 'Irving\'s Sporting Goods', '8/10/19 00:08', 'MarkDGraham@armyspy.com', 'Financial Services', 'NameProposal.com', '1011', 'Sales Mail Alias', 'Pre Qualified', '908-960-4437'),
('3825', '26089', 'Garnett', 'Master Builder Design Services', '8/10/19 00:08', 'PatsySGarnett@dayrep.com', 'Consulting', 'LivingPodcast.com', '1003', 'External Referral', 'Contact in Future', '979-280-2206'),
('3826', '26090', 'Carlisle', 'Alladin\'s Lamp', '8/10/19 00:08', 'ClydeCCarlisle@dayrep.com', 'Consulting', 'PrankCrew.com', '1009', 'Advertisement', 'Contacted', '623-582-0380'),
('3828', '26092', 'Heard', 'The Wiz', '8/10/19 00:08', 'RobertEHeard@rhyta.com', 'Manufacturing', 'BizMatter.com', '1009', 'Public Relations', 'Attempted to Contact', '401-942-5328'),
('2568', '24832', 'Caldwell', 'Strawberries', '27/9/19 00:07', 'RitaMCaldwell@rhyta.com', 'Service Provider', 'SimplyComics.com', '1005', 'Employee Referral', 'Contact in Future', '215-855-6289'),
('2567', '24831', 'Little', 'Maloley\'s Finer Foods', '27/9/19 00:07', 'DarleneCLittle@einrot.com', 'Manufacturing', 'BizCrisis.com', '1008', 'Advertisement', 'Pre Qualified', '817-462-2874'),
('2566', '24830', 'Gray', 'Golden Dawn', '27/9/19 00:07', 'PamelaMGray@dayrep.com', 'Communications', 'PrepaidPoints.com', '1007', 'Cold Call', 'Not Contacted', '972-414-0963'),
('2565', '24829', 'Christiansen', 'Warner Brothers Studio Store', '27/9/19 00:07', 'MelanieVChristiansen@jourrapide.com', 'Consulting', 'SolutionTrain.com', '1009', 'Employee Referral', 'Contacted', '347-254-6511'),
('3833', '26097', 'Nolen', 'Target Realty', '27/9/19 00:07', 'AnnaJNolen@fleckens.hu', 'Pharma', 'ChestPimples.com', '1001', 'Trade Show', 'Contact in Future', '617-433-6793'),
('3832', '26096', 'Henry', 'Argus Tapes & Records', '27/9/19 00:07', 'ErnestVHenry@jourrapide.com', 'Communications', 'SportsWorm.com', '1009', 'Public Relations', 'Pre Qualified', '706-329-2280'),
('3831', '26095', 'Martinez', 'Sanitary Grocery Stores', '27/9/19 00:07', 'DonnieEMartinez@fleckens.hu', 'Service Provider', 'PictureHD.com', '1005', 'Public Relations', 'Not Contacted', '708-348-5107'),
('3830', '26094', 'Rankin', 'Galyan\'s', '27/9/19 00:07', 'JerryKRankin@gustr.com', 'Manufacturing', 'KansasCityNightClub.com', '1009', 'External Referral', 'Contacted', '240-844-5950'),
('3835', '26099', 'Stevens', 'Intelli Wealth Group', '26/9/19 00:07', 'JoelLStevens@einrot.com', 'Government/Military', 'RatingExam.com', '1008', 'Sales Mail Alias', 'Junk Lead', '630-758-6976'),
('2572', '24836', 'Hartley', 'Computer City', '26/9/19 00:07', 'RebeccaKHartley@rhyta.com', 'IT Services', 'FieldResearcher.com', '1002', 'Web Research', 'Pre Qualified', '410-223-5471'),
('2571', '24835', 'Jerome', 'Liberty Wealth Planner', '26/9/19 00:07', 'ErnestJJerome@teleworm.us', 'Financial Services', 'WeekendStartup.com', '1002', 'Cold Call', 'Attempted to Contact', '859-485-7758'),
('2570', '24834', 'Leblanc', 'Independent Wealth Management', '26/9/19 00:07', 'ArleneDLeblanc@gustr.com', 'Consulting', 'CoDiscounts.com', '1005', 'Advertisement', 'Junk Lead', '815-889-8094'),
('2569', '24833', 'Dobbs', 'Corinthian Designs', '26/9/19 00:07', 'VictorADobbs@cuvox.de', 'Pharma', 'LinkProfiles.com', '1009', 'Employee Referral', 'Contacted', '936-755-8196'),
('3837', '26101', 'Baker', 'Casual Corner', '26/9/19 00:07', 'DawnMBaker@dayrep.com', 'Pharma', 'ShopRestaurants.com', '1002', 'Partner', 'Pre Qualified', '501-759-8435'),
('3834', '26098', 'Rodriguez', 'Casa Bonita', '26/9/19 00:07', 'RobertDRodriguez@fleckens.hu', 'Education', 'SystemReseller.com', '1010', 'Sales Mail Alias', 'Contacted', '804-436-0774'),
('3836', '26100', 'Houser', 'Dream Home Real Estate Service', '26/9/19 00:07', 'MarkVHouser@gustr.com', 'Education', 'DentalWireless.com', '1005', 'Trade Show', 'Attempted to Contact', '484-805-0455'),
('3838', '26102', 'Palumbo', 'Block Distributors', '22/9/19 00:07', 'DanielHPalumbo@rhyta.com', 'Pharma', 'CameraAids.com', '1005', 'External Referral', 'Contact in Future', '302-466-9574'),
('2573', '24837', 'Harrison', 'Standard Brands Paint Company', '22/9/19 00:07', 'MarqueriteLHarrison@gustr.com', 'Service Provider', 'GroupRules.com', '1004', 'Employee Referral', 'Contact in Future', '309-697-3877'),
('3873', '26137', 'Stillwell', 'National Record Mart', '11/9/19 00:07', 'AllisonDStillwell@einrot.com', 'Consulting', 'FemaleNight.com', '1010', 'Sales Mail Alias', 'Pre Qualified', '631-423-8763'),
('3857', '26121', 'Chamberlin', 'EXPO Design Center', '11/9/19 00:07', 'CindyEChamberlin@jourrapide.com', 'Pharma', 'B2BTies.com', '1002', 'Web Research', 'Lost Lead', '914-960-0924'),
('3858', '26122', 'Searcy', 'Ideal Garden Maintenance', '11/9/19 00:07', 'LindaWSearcy@superrito.com', 'Manufacturing', 'InsideConfidential.com', '1007', 'Partner', 'Contacted', '606-963-3225'),
('3859', '26123', 'Little', 'Expo Superstore', '11/9/19 00:07', 'AngelWLittle@fleckens.hu', 'Manufacturing', 'DoctorArchives.com', '1001', 'External Referral', 'Not Contacted', '860-268-2751'),
('3860', '26124', 'Goff', 'Woolf Brothers', '11/9/19 00:07', 'RachelDGoff@armyspy.com', 'Government/Military', 'SkateRates.com', '1002', 'Cold Call', 'Contact in Future', '606-718-1280'),
('3861', '26125', 'Amundson', 'York Steak House', '11/9/19 00:07', 'JoshuaFAmundson@jourrapide.com', 'Technology', 'QuoteApproval.com', '1008', 'Advertisement', 'Contacted', '339-224-9279'),
('3862', '26126', 'Jardine', 'Network Air', '11/9/19 00:07', 'SethLJardine@gustr.com', 'Government/Military', 'BeachArtists.com', '1001', 'Public Relations', 'Junk Lead', '864-388-1753'),
('3863', '26127', 'Young', 'Soft Warehouse', '11/9/19 00:07', 'JimFYoung@dayrep.com', 'Consulting', 'WildDorm.com', '1003', 'Web Research', 'Attempted to Contact', '425-651-5845'),
('3864', '26128', 'Fine', 'Finast', '11/9/19 00:07', 'RichardRFine@armyspy.com', 'Consulting', 'CookingAlert.com', '1008', 'Cold Call', 'Pre Qualified', '971-563-3091'),
('3865', '26129', 'Brewer', 'Luria\'s', '11/9/19 00:07', 'BrendaRBrewer@fleckens.hu', 'Manufacturing', 'JobConcierge.com', '1006', 'Web Research', 'Contact in Future', '903-579-0094'),
('3866', '26130', 'Bowen', 'Mission G', '11/9/19 00:07', 'EricLBowen@dayrep.com', 'Communications', 'DoctorArchives.com', '1002', 'Partner', 'Lost Lead', '732-514-0229'),
('3867', '26131', 'Sadler', 'Geri\'s Hamburgers', '11/9/19 00:07', 'RolandLSadler@armyspy.com', 'Consulting', 'FaxManual.com', '1011', 'Cold Call', 'Contacted', '585-242-4312'),
('3868', '26132', 'Miller', 'Harold\'s', '11/9/19 00:07', 'ThomasJMiller@cuvox.de', 'Service Provider', 'ComIdentity.com', '1003', 'Public Relations', 'Not Contacted', '775-463-1991'),
('3869', '26133', 'Johnson', 'American Appliance', '11/9/19 00:07', 'DavidLJohnson@fleckens.hu', 'Service Provider', 'FailFactory.com', '1008', 'Trade Show', 'Pre Qualified', '956-753-1454'),
